PSC.0177	PSC.0186	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0230	PSC.0149	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g13736.t1	20	3	5	14	14	11	13	17	9	14	14	4	2	6
g16828.t1	4	15	13	21	19	13	24	0	0	3	8	1	14	10
g14753.t1	1844	2138	2013	2209	3306	1841	2294	2118	1812	807	853	2073	1906	1524
g13510.t1	0	2	1	1	24	6	2	2	0	0	0	0	0	0
g23437.t1	51	48	55	37	14	51	59	20	24	40	33	7	37	18
g2238.t1	105	83	77	77	39	97	120	62	34	35	67	45	71	37
g2178.t1	67	65	64	73	46	61	81	39	23	80	69	50	76	77
g5373.t3	0	0	4	0	0	4	12	0	2	0	0	2	10	0
g23648.t1	35	47	61	54	12	23	65	50	47	28	27	20	38	28
g14000.t1	16	7	2	6	0	5	12	2	8	1	3	2	13	1
g23255.t1	154	104	54	82	12	33	191	152	88	68	75	65	76	32
g10920.t1	5	9	17	32	9	12	35	5	1	237	44	0	107	33
g6815.t1	0	0	0	0	6	0	40	10	0	0	0	3	0	0
g12944.t1	49	56	53	44	52	65	71	42	35	23	13	18	32	12
g1616.t1	0	3	0	3	0	0	0	10	1	1	2	0	0	0
g393.t2	56	61	60	70	135	32	79	77	39	111	65	39	100	62
g20229.t1	7	1	74	3	0	3	7	0	0	4	60	0	3	16
g22564.t1	1	0	0	0	3	0	1	6	0	1	0	0	1	0
g10822.t1	2	8	4	1	0	2	8	1	0	0	0	0	0	0
g5754.t1	2	9	7	6	6	1	1	1	1	2	3	0	2	2
g13345.t1	13	22	28	11	13	20	10	8	20	16	18	7	12	2
g16111.t1	16477	16318	10275	13354	10348	7363	35471	6572	75939	16846	16191	24176	24206	10520
g13009.t1	148	131	181	95	87	134	179	161	219	275	177	156	267	185
g5860.t1	4639	6642	6817	5527	4050	4888	6780	6135	5964	8675	5276	6212	7380	6902
g12522.t2	482	456	560	314	608	659	694	471	389	483	371	156	345	386
g9541.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19293.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g16076.t1	96	86	156	99	126	100	165	85	99	97	119	163	151	156
g7768.t2	392	136	151	260	370	210	355	120	77	258	74	379	261	254
g6084.t1	6	6	5	17	0	7	22	6	23	104	16	10	50	20
g17113.t1	9	22	8	3	11	11	10	1	0	4	4	0	0	1
g11048.t1	117	234	234	137	178	161	298	74	45	62	80	51	73	109
g5179.t1	134	193	218	181	58	175	317	54	31	34	75	44	97	39
g2603.t1	879	903	1046	748	1016	1187	1382	902	573	485	390	496	549	557
g9963.t1	45	49	45	27	136	54	52	57	34	90	100	193	149	227
g16275.t1	0	0	1	0	0	0	2	0	2	1	1	0	2	0
g22794.t1	0	1	0	0	0	0	2	0	2	0	4	0	7	1
g9458.t1	0	0	0	0	0	0	0	1	0	0	0	2	1	0
g22578.t1	15	11	35	23	8	15	34	1	5	17	13	1	3	15
g5725.t3	0	0	0	2	0	0	1	0	0	3	6	0	7	0
g543.t1	272	206	542	263	87	305	410	79	32	72	133	35	185	76
g10174.t1	12	41	30	25	19	22	20	27	12	8	23	7	28	22
g15451.t1	0	1	1	0	0	0	0	2	0	0	0	0	0	0
g20036.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g21988.t1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
g1427.t1	217	66	85	63	57	197	158	259	113	42	66	24	113	48
g13207.t1	2	4	0	0	0	0	2	0	3	1	0	0	4	0
g2398.t1	57	127	95	73	95	60	121	50	17	37	52	15	25	24
g18114.t1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g19320.t3	0	0	0	1	0	2	0	0	0	0	0	0	0	15
g18711.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1886.t1	793	799	919	529	564	585	1563	142	101	173	233	62	127	114
g4432.t1	25	23	35	12	4	15	23	6	17	10	6	1	9	3
g23804.t1	8	15	9	39	0	0	0	23	0	52	79	34	82	0
g23122.t1	99	220	200	194	107	177	268	60	64	117	79	21	56	59
g9866.t1	89	93	67	60	57	84	119	40	24	57	60	22	61	42
g17131.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10355.t1	7	0	0	7	10	0	2	0	0	5	1	0	0	0
g11061.t1	2	0	0	0	2	0	0	1	0	0	0	0	0	0
g16099.t1	53	74	52	74	59	63	80	73	61	440	214	63	100	137
g23036.t1	0	2	0	1	0	0	6	0	0	0	1	0	0	0
g1290.t1	105	112	126	83	95	76	162	99	123	117	169	104	410	114
g3558.t1	29	183	174	118	72	144	56	8	6	11	7	3	1	16
g17305.t1	3	0	1	0	10	0	4	2	2	7	0	0	0	1
g3714.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g4812.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11261.t1	19	40	0	27	0	21	67	41	0	4	16	0	6	12
g16647.t1	2	0	0	0	6	1	1	0	2	0	0	0	2	0
g14705.t1	3	0	2	0	2	0	1	5	3	4	1	13	14	9
g14364.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g6980.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g5915.t2	0	21	15	40	14	23	39	6	18	17	4	0	5	0
g17642.t1	0	0	0	12	0	0	14	0	0	0	0	0	0	0
g12637.t1	15	6	7	17	17	6	5	4	9	22	1	1	16	0
g10433.t1	130	187	208	138	106	134	229	40	46	98	194	18	43	79
g6032.t1	31	32	47	35	76	48	59	31	29	16	30	11	25	18
g9460.t1	38	46	45	69	95	46	75	162	2442	499	219	3507	1810	403
g8997.t1	81	17	28	11	4	4	33	19	41	36	22	5	33	13
g16800.t1	1	8	3	0	0	1	7	1	2	0	1	0	1	1
g722.t1	14	46	0	71	26	50	49	32	30	72	2	31	21	32
g22796.t1	70	153	151	124	152	134	176	55	25	77	43	17	35	18
g19697.t1	7	2	1	6	23	2	2	5	1	2	0	1	5	0
g5383.t1	72	154	169	117	193	108	127	74	78	66	91	21	42	24
g11288.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15072.t1	13	3	2	4	16	6	1	7	12	6	0	4	14	0
g4505.t1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
g23217.t1	0	0	0	0	0	0	0	0	0	0	7	0	16	0
g18211.t1	81	131	139	135	105	89	150	118	90	131	142	187	158	145
g11607.t1	30	46	36	18	42	63	41	26	25	22	15	7	15	5
g1338.t1	5735	7285	7856	6990	10208	6927	8182	4966	905	839	2269	1819	2266	3171
g6099.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2034.t1	1	0	1	1	0	1	1	0	2	2	2	2	0	0
g13434.t1	686	887	733	431	440	854	1082	240	1963	409	434	1855	602	567
g2609.t1	7	2	3	9	16	7	5	1	0	10	5	0	10	6
g983.t1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
g8236.t1	645	1281	1148	1158	564	799	1333	374	306	1434	1233	828	1242	1503
g22455.t1	3	10	8	14	17	5	20	0	2	5	1	1	0	1
g23696.t1	0	23	203	88	0	13	53	295	310	0	35	455	84	182
g3907.t2	47	74	110	58	82	52	103	128	80	206	148	89	164	118
g22810.t1	19	42	59	43	8	60	66	12	23	13	23	2	31	21
g23102.t1	35	614	1076	501	575	177	305	342	51	90	122	370	126	401
g21096.t1	80	25	77	26	58	108	232	86	73	25	29	34	138	33
g270.t1	10	16	26	13	10	15	30	13	8	17	4	4	24	1
g19803.t1	15	18	28	49	0	26	86	11	12	198	93	3	77	40
g5474.t1	0	2	2	0	0	3	1	0	0	5	3	0	8	3
g7004.t1	0	0	0	0	14	9	0	0	0	0	0	0	0	0
g16849.t1	31	30	18	21	25	31	40	21	54	39	14	13	15	15
g14817.t1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
g20095.t1	69	62	39	42	144	73	65	158	15	129	110	12	18	118
g2864.t2	0	0	0	0	0	0	7	0	0	0	0	0	7	0
g8542.t1	198	308	353	227	297	256	333	284	637	152	209	310	256	152
g2286.t1	69	86	84	63	0	142	54	50	15	20	41	6	43	15
g16639.t1	3611	4416	5204	4131	8112	3360	4538	4577	4623	5522	4084	3513	4462	4424
g11670.t1	82	216	302	195	89	111	329	185	449	491	471	798	496	427
g14039.t2	0	0	0	0	0	10	0	1	0	64	81	0	33	129
g14717.t1	18	20	18	53	26	46	56	19	33	36	67	55	87	176
g24169.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g8655.t1	31	52	35	30	30	29	33	13	22	16	7	12	13	3
g7282.t1	0	0	0	2	0	0	0	0	0	0	3	0	0	0
g3885.t1	267	597	691	380	710	584	451	304	1288	629	445	2693	2123	3391
g12936.t1	1	5	0	6	0	22	13	0	0	55	32	1	28	18
g6376.t1	2	2	5	0	0	0	0	0	0	0	21	0	0	16
g751.t1	37	75	62	75	51	62	93	31	27	103	71	7	48	36
g3695.t1	0	0	0	0	0	2	4	1	0	19	9	0	3	26
g1984.t2	35	59	0	37	0	39	63	7	33	29	38	0	20	14
g20299.t1	4	3	1	0	7	3	2	2	4	3	1	1	4	0
g9553.t1	1	6	0	3	2	0	1	4	3	1	0	3	5	0
g19835.t1	45	73	67	62	43	62	59	66	27	139	59	28	52	25
g19593.t1	21	19	23	16	11	20	36	7	3	10	9	2	8	8
g18027.t1	90	65	76	77	41	94	102	73	51	47	66	120	101	100
g13623.t1	75	87	98	29	40	72	111	94	78	42	65	53	80	47
g452.t1	0	0	0	0	0	1	1	0	0	2	0	0	0	0
g16335.t1	0	0	0	0	0	1	1	0	1	2	0	0	0	0
g13913.t1	264	371	365	305	302	411	380	149	163	185	205	80	137	95
g17010.t1	433	512	677	549	248	597	1006	231	99	141	269	104	231	154
g4707.t1	97	80	134	90	63	74	109	100	74	90	79	65	114	114
g9038.t1	115	151	203	94	264	209	180	43	16	45	36	9	45	21
g11693.t1	16	59	104	16	125	32	54	175	180	44	86	183	73	129
g14465.t1	4815	8016	10170	7618	9074	7577	10472	8510	5648	1422	3935	2997	4699	3421
g18789.t1	16	3	4	12	14	7	1	6	5	17	1	1	22	2
g18512.t1	385	278	207	196	632	345	477	445	341	135	208	374	201	164
g4821.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3703.t1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
g11302.t1	1	11	3	4	0	9	12	6	6	0	1	2	3	4
g10831.t1	31	63	25	64	41	25	87	22	12	63	38	33	53	55
g18956.t1	14	15	30	12	4	17	36	1	13	29	15	0	6	3
g24022.t1	623	438	511	353	438	581	736	312	331	258	432	73	225	184
g14559.t1	227	248	275	172	172	203	277	150	357	152	151	273	327	96
g6276.t1	32	34	37	34	11	45	37	11	4	377	152	3	56	35
g13580.t1	3	1	3	4	0	1	1	0	2	0	0	0	1	2
g957.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3767.t1	53	30	84	28	71	41	79	42	31	20	75	32	54	85
g14473.t1	1264	1826	2195	2758	1434	1281	1589	698	727	944	1758	359	671	1375
g14390.t1	0	0	0	0	0	0	0	18	0	0	0	0	0	0
g4109.t1	29	71	46	61	21	51	93	8	3	114	40	19	40	34
g3486.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11903.t1	15	0	0	0	16	9	0	0	2	32	55	0	5	15
g15058.t1	127	93	62	90	162	88	128	52	35	47	56	12	47	41
g894.t2	8	0	11	6	0	28	0	0	6	0	9	11	19	0
g6664.t1	248	424	474	276	417	305	414	271	146	213	194	79	219	116
g10676.t1	110	129	138	119	207	122	210	50	44	70	73	23	53	25
g7758.t1	17	31	13	8	35	23	17	1	5	4	10	1	1	7
g6075.t1	18	48	32	25	12	7	21	1	1	2	19	6	1	13
g17500.t1	57	92	75	86	105	74	78	51	32	32	45	58	36	23
g2859.t1	15	21	6	4	1	11	13	1	4	8	8	1	2	2
g17355.t1	2	21	18	44	23	11	47	8	8	40	28	15	25	25
g13946.t1	80	13	37	74	54	39	93	95	48	709	1334	964	5086	2806
g216.t1	0	0	1	0	1	3	0	11	0	2	1	1	7	4
g4574.t3	678	868	919	773	693	658	915	400	687	664	692	704	938	865
g14873.t1	257	85	163	554	53	208	1138	25	21	146	624	30	668	21
g2533.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12315.t1	6	16	1	11	5	2	10	12	4	12	3	1	17	0
g4255.t1	7	0	0	3	7	8	0	1	7	6	0	1	10	0
g2224.t1	178	157	135	142	310	193	256	194	98	48	98	146	221	139
g23818.t1	0	0	0	1	2	0	0	0	0	7	0	3	3	2
g19024.t2	0	0	0	0	0	0	0	0	40	0	0	0	0	0
g8800.t1	1350	1275	1045	876	1338	1427	1888	618	442	623	268	91	275	201
g1393.t1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g12780.t1	0	5	2	1	0	0	2	1	1	2	3	5	3	0
g6145.t1	71	37	35	59	0	51	51	59	80	59	56	29	78	33
g12133.t1	2	131	3	93	0	3	126	5	106	13	4	88	113	43
g15703.t1	13	30	28	55	18	24	54	3	0	266	98	2	59	54
g23526.t1	2	0	1	5	0	0	4	3	0	14	4	0	0	11
g476.t1	336	366	416	477	270	409	753	161	468	108	157	316	287	185
g6619.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g20448.t1	314	268	365	117	381	277	354	229	103	78	117	48	93	62
g11285.t1	1	1	0	3	1	0	1	1	2	7	1	1	4	0
g19766.t1	72	107	116	75	53	82	93	38	51	45	37	11	35	28
g17849.t1	603	683	618	556	528	1032	978	455	248	155	162	83	200	83
g1203.t2	1	0	0	12	0	1	0	1	1	8	5	0	16	0
g18151.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g15330.t1	0	0	0	0	6	0	2	0	8	4	0	0	4	2
g12705.t3	73	28	57	13	81	56	0	1	16	13	7	0	15	18
g4957.t1	3	0	2	0	0	1	1	0	1	20	3	0	3	0
g17399.t1	25	37	20	18	17	40	68	1	7	11	23	4	17	6
g2894.t1	110	156	162	105	91	85	162	34	37	54	47	24	37	19
g1317.t1	0	0	27	11	0	25	17	6	0	345	171	0	111	113
g17693.t1	4	2	2	21	5	5	4	23	1	1	6	7	15	3
g13539.t1	375	458	781	495	412	553	966	423	298	483	482	233	575	257
g4290.t1	15	9	7	23	24	17	11	15	14	23	31	39	51	46
g20892.t1	5	2	12	6	0	7	4	1	1	1	2	1	2	3
g2144.t1	45	67	19	29	87	18	52	3	5	44	31	1	20	92
g9512.t1	2	0	0	2	0	0	3	1	0	0	0	0	0	0
g1537.t1	0	1	2	1	0	1	2	1	0	1	0	3	9	0
g7997.t1	6	5	1	2	0	0	3	1	0	2	2	0	1	0
g3968.t1	25	21	33	23	25	56	85	16	4	11	4	4	13	5
g16641.t1	557	217	340	276	198	326	392	376	405	296	337	216	375	209
g19234.t1	2	3	9	9	0	3	11	0	3	20	187	1	86	17
g4355.t1	13	15	2	6	0	7	13	0	8	3	1	1	6	0
g13762.t1	12	19	15	14	16	17	28	6	15	10	14	3	19	16
g15471.t1	164	85	160	118	141	160	239	6	52	36	34	8	52	12
g20675.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g16736.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19257.t1	59	76	109	31	91	36	113	43	25	53	55	17	57	38
g23095.t1	324	228	354	218	134	288	375	395	403	384	296	282	477	314
g23564.t1	3	7	14	56	16	0	17	0	10	6	2	0	6	1
g6812.t1	2	3	3	1	4	0	0	2	2	4	0	0	2	2
g18516.t1	27	21	29	25	8	20	49	26	21	17	18	10	19	16
g16881.t1	217	274	495	276	265	224	512	345	186	502	467	438	678	647
g136.t1	64	143	298	168	99	139	312	74	63	42	123	67	192	95
g22091.t1	12	0	0	20	3	22	20	5	16	29	47	1	9	33
g3966.t1	2	14	7	8	0	5	5	1	7	2	3	1	7	3
g19479.t1	82	115	58	39	43	62	134	35	42	52	0	10	51	16
g10148.t1	0	2	4	13	0	2	16	0	2	5	4	4	7	6
g21749.t1	252	233	270	218	238	261	347	195	221	158	151	103	172	167
g5931.t1	5	9	13	5	10	3	15	0	1	2	2	3	2	1
g10865.t2	219	352	263	299	194	256	332	251	304	265	249	370	534	335
g9042.t1	58	85	75	80	31	69	125	64	65	24	25	21	37	30
g7962.t1	2	2	4	15	0	6	6	4	2	1	1	0	7	0
g5056.t1	0	0	1	0	0	0	0	2	0	7	2	0	1	1
g15042.t1	6	1	0	2	4	1	4	2	0	7	0	0	1	0
g3777.t1	19	19	28	35	0	21	29	6	9	67	39	0	33	11
g23253.t1	0	3	10	6	0	93	13	3	3	4	3	0	3	0
g23319.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19493.t1	80	122	91	107	87	127	206	69	64	146	115	70	88	47
g22444.t1	120	88	174	175	42	142	209	20	1	59	48	17	126	34
g21018.t1	5	1	1	2	0	1	0	0	0	10	6	0	6	15
g3642.t1	3	21	24	9	25	17	22	6	3	4	4	0	4	3
g20841.t2	41	75	119	72	113	103	38	134	154	16	95	162	199	113
g13635.t1	19691	15932	13753	11894	20347	19667	25889	5727	12023	3016	3010	5607	4667	2231
g7922.t1	885	1000	433	673	2860	881	771	2290	1633	3589	3385	7584	7544	7529
g11239.t1	272	288	233	201	323	268	292	209	367	274	265	384	373	205
g7873.t1	423	829	2543	25474	682	168	6259	1044	2679	10144	8155	132	3515	9269
g23642.t1	0	0	0	0	6	2	2	1	1	2	0	1	0	0
g1744.t1	80	76	174	187	34	260	234	86	87	84	55	104	180	66
g8851.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g22991.t1	0	0	0	0	4	0	7	0	0	0	0	0	0	15
g18427.t1	129	71	156	128	161	82	92	117	185	126	84	83	159	76
g4692.t1	749	789	895	710	714	814	1031	830	819	589	554	416	694	352
g6538.t2	1	2	22	63	1	0	37	3	1	12	1	1	5	0
g20828.t1	6	0	0	0	0	6	7	1	1	1	3	0	0	1
g12716.t1	2	17	1	35	0	23	17	0	3	38	26	2	30	18
g8145.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10084.t1	13	22	24	37	30	26	26	7	7	38	25	6	40	30
g8556.t1	31	72	61	20	1	34	75	13	6	20	9	11	6	8
g6022.t1	20	13	21	7	22	42	29	6	2	17	4	0	11	3
g20195.t1	0	1	0	0	0	3	0	0	0	9	0	0	1	0
g2157.t1	260	350	365	360	306	235	265	420	316	284	279	263	297	214
g12913.t1	125	149	163	120	154	105	180	208	197	152	205	152	330	160
g12668.t1	57	131	62	0	27	89	48	25	21	20	16	9	24	1
g8749.t1	0	0	1	0	0	0	0	0	30	0	14	0	0	25
g3641.t1	17	34	46	17	23	25	41	11	3	10	16	6	8	16
g5400.t1	0	0	0	0	0	0	0	0	0	1	5	0	1	2
g18846.t1	0	2	0	2	0	1	5	1	0	7	0	1	2	0
g5251.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3223.t1	92	122	118	120	72	89	168	96	57	73	37	29	74	47
g9279.t1	0	0	1	0	0	3	6	1	0	0	1	4	2	0
g21481.t1	0	3	7	31	0	1	10	7	5	8	8	1	14	19
g819.t1	0	0	0	6	0	0	0	1	0	2	0	0	0	0
g11372.t3	57	16	6	43	94	54	0	29	0	746	0	14	285	571
g763.t1	14	74	87	71	22	20	90	18	14	121	42	16	58	46
g22893.t1	24	19	22	13	56	12	13	13	7	14	3	3	11	7
g17578.t1	0	0	0	0	0	0	0	1	0	10	0	0	1	0
g2248.t1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
g23608.t1	0	1	10	2	0	4	4	0	1	0	0	0	0	0
g21478.t1	0	0	0	0	0	0	0	0	0	0	0	0	8	0
g15785.t1	15	11	8	56	38	10	29	13	10	62	25	17	27	13
g14537.t1	38	55	50	41	32	45	59	77	50	46	61	21	69	45
g19335.t1	58	108	79	163	97	84	91	78	82	87	51	77	192	100
g2849.t1	21	16	16	19	47	23	20	14	20	46	24	24	19	31
g20689.t1	6	32	25	9	16	12	37	5	10	10	5	1	8	1
g939.t2	172	180	116	233	0	159	239	153	187	169	106	76	85	129
g600.t1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
g15345.t1	10	1	1	2	0	0	0	0	7	10	5	1	5	5
g6523.t1	0	2	15	2	0	4	7	2	0	9	9	2	6	10
g3103.t1	12	21	16	10	11	19	20	10	15	11	17	0	13	7
g8036.t3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13647.t1	0	0	1	1	8	0	0	0	0	1	0	0	0	0
g13437.t1	81	50	58	50	100	58	74	92	88	29	63	95	134	120
g2164.t1	59	186	81	104	165	45	189	91	42	151	88	106	176	90
g14628.t1	23	23	26	12	21	22	25	14	13	13	15	0	14	9
g21851.t1	563	1410	944	703	509	1084	2384	58	67	325	133	165	197	100
g19496.t2	8	0	18	0	11	0	0	0	0	145	0	11	0	0
g13362.t1	0	0	0	0	0	0	2	0	0	0	2	0	0	0
g5139.t3	28	64	41	0	32	64	23	62	28	36	62	94	13	0
g5907.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g11089.t1	301	87	174	54	373	147	226	272	426	146	238	52	210	94
g10331.t1	0	0	0	0	0	0	0	0	2	0	1	0	0	0
g23603.t1	26	41	53	44	70	38	48	29	4	25	23	2	46	9
g15433.t1	0	2	0	4	0	0	0	0	0	0	0	0	0	0
g13971.t1	207	136	146	65	0	83	224	340	119	98	132	104	227	211
g8982.t1	6	5	22	22	0	17	28	5	23	66	36	6	114	7
g20825.t2	0	51	39	2	13	0	127	6	16	25	115	10	63	0
g23783.t1	29	31	17	15	22	20	27	31	7	11	15	10	22	9
g5220.t1	201	194	91	158	338	141	273	72	30	9	33	20	17	1
g18025.t1	4	1	3	3	0	3	9	3	2	20	79	0	14	7
g974.t1	147	131	143	88	286	72	161	98	66	87	152	103	135	96
g11814.t1	0	0	0	0	6	0	0	0	0	0	0	0	1	1
g8789.t1	0	0	6	25	0	7	6	0	0	10	19	1	12	14
g2372.t1	193	186	215	167	168	192	268	148	144	130	80	38	97	59
g11201.t1	1	1	0	4	0	1	2	9	24	10	20	28	27	9
g7482.t1	587	708	794	811	1341	725	906	537	1107	793	506	866	893	541
g23742.t1	15	9	5	16	8	15	5	3	2	4	9	0	10	8
g15089.t1	115	113	97	71	182	88	112	66	35	96	49	19	101	26
g19019.t1	60	60	59	28	32	47	70	72	60	138	135	167	135	116
g22399.t1	110	36	76	0	0	0	0	0	0	0	0	64	0	76
g18346.t2	2	0	2	2	0	4	3	1	10	36	10	2	7	1
g14253.t1	22	23	45	18	58	22	37	25	5	29	8	1	18	15
g13191.t1	27	34	21	18	29	11	39	11	6	15	19	5	17	13
g20040.t1	5	18	26	19	29	24	30	2	0	2	9	1	1	1
g16713.t1	119	122	138	109	201	140	193	70	50	48	89	16	66	27
g22773.t1	174	66	137	93	142	91	122	165	111	94	98	77	126	85
g12245.t1	13	44	55	67	11	57	97	1	1	59	21	0	33	19
g4717.t1	2	2	4	10	0	3	5	2	4	0	2	0	6	0
g7332.t1	5	0	11	3	8	1	5	3	4	0	0	2	0	0
g20607.t1	5	11	17	4	0	5	17	1	1	1	9	0	1	3
g16313.t1	1	0	0	0	3	3	0	0	0	1	0	0	0	1
g13475.t1	0	16	30	40	0	7	31	5	0	37	43	0	41	21
g12023.t1	0	0	2	3	0	0	0	0	0	6	3	1	1	6
g10811.t1	102	147	109	118	150	110	222	302	227	292	299	765	287	562
g16574.t2	249	200	182	128	164	96	249	77	170	129	157	142	120	92
g23962.t1	36	32	24	45	27	39	31	22	8	17	15	9	10	7
g7774.t1	1	11	1	6	0	9	0	2	4	13	28	2	33	0
g17900.t1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g3487.t1	2	0	3	0	0	4	1	0	0	0	0	0	2	0
g18551.t1	0	1	3	2	3	3	6	4	2	4	3	0	2	3
g8095.t1	48	60	72	49	19	46	90	68	51	65	25	37	74	25
g9796.t1	191	227	156	170	201	220	310	110	74	137	82	21	104	29
g14377.t1	82	116	93	51	304	96	112	76	100	46	45	51	50	56
g21222.t1	448	441	600	408	438	443	707	806	2852	1489	1350	4648	3433	2099
g480.t1	79	122	163	92	21	80	165	59	50	59	59	15	52	15
g13626.t1	281	305	417	311	73	272	342	457	388	537	442	294	652	439
g17284.t1	4	17	5	10	0	18	15	2	6	51	19	0	22	40
g19741.t1	0	0	31	14	0	10	0	0	23	7	17	0	14	14
g16075.t1	89	103	25	73	83	54	79	26	182	38	27	3	33	19
g22343.t1	26	34	38	20	24	34	34	8	2	20	9	2	10	13
g18867.t1	0	0	0	0	3	0	0	1	1	0	0	0	1	0
g21346.t1	71	148	126	80	95	154	157	71	37	84	55	21	76	24
g21997.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g16340.t1	13	14	26	36	21	21	32	5	4	19	26	8	31	14
g13680.t1	31	80	92	336	64	94	566	87	81	272	206	30	145	206
g9681.t1	61	68	50	59	46	51	68	6	2	4	29	4	2	54
g20013.t1	0	0	0	7	0	0	3	0	0	75	35	1	32	34
g15420.t1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
g1507.t1	9	5	9	3	7	6	1	7	8	16	7	1	2	4
g15006.t3	0	0	0	0	0	0	2	0	0	0	2	0	3	0
g15241.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17419.t2	41	72	72	207	118	53	234	38	35	100	178	2	227	32
g11775.t1	27	43	8	31	13	26	19	20	44	58	26	10	31	12
g1807.t4	68	21	65	158	19	149	405	268	0	1388	1336	641	1240	1396
g19669.t1	1	2	6	10	7	2	16	2	0	1	4	0	9	4
g10071.t1	3	5	4	16	10	4	28	8	5	13	28	0	35	2
g6735.t1	539	305	338	227	697	469	422	421	319	237	264	334	595	355
g17843.t1	3	11	20	19	6	18	114	3	18	1074	647	4	383	389
g8221.t1	217	127	109	114	151	144	164	91	161	193	84	45	102	54
g13722.t1	19	12	22	16	0	23	29	0	7	151	18	3	38	26
g21378.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1633.t1	5	81	68	37	65	95	38	53	1	93	26	1	12	1
g18262.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g23558.t1	249	201	342	213	215	185	379	167	226	237	282	55	131	142
g2445.t1	3	0	0	0	0	0	0	1	0	1	0	0	0	0
g21004.t1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
g15108.t2	0	0	0	2	0	0	25	0	0	4	18	0	5	0
g14381.t1	6	16	44	47	0	9	44	2	4	60	39	0	46	19
g22984.t1	166	169	172	202	244	172	272	78	46	106	71	12	54	50
g29.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17582.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15879.t1	6	1	0	1	1	1	7	6	3	17	1	2	11	1
g19106.t1	33	49	32	37	29	63	48	31	11	76	17	11	26	19
g14958.t1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g15124.t1	90	85	55	93	9	223	176	22	9	40	60	73	314	49
g23614.t1	1975	2150	2475	1926	2222	1905	2441	3742	3302	1293	1661	2708	2450	1855
g23887.t1	25	31	58	48	96	29	59	8	7	20	33	5	27	3
g8435.t1	32	37	46	21	30	52	51	23	51	21	41	3	31	9
g22908.t1	202	306	274	273	292	221	391	182	405	153	252	227	110	181
g3512.t1	156	173	136	119	221	103	124	115	99	227	147	246	183	117
g15604.t1	326	317	400	316	237	340	442	265	169	122	219	102	199	114
g11147.t1	15	57	16	16	30	7	23	28	14	0	0	48	67	18
g13726.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7704.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g15791.t1	17	17	30	11	18	32	80	30	32	4	29	1	16	7
g12309.t1	0	0	0	0	61	0	0	0	0	0	0	0	11	0
