PSC.0149	PSC.0150	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g14118.t2	35	0	40	91	49	60	68	56
g3557.t1	1	8	1	6	6	1	2	10
g22937.t3	0	0	0	0	0	0	0	0
g3905.t1	192	118	202	176	151	189	213	154
g4891.t1	37	20	23	32	41	7	20	14
g20305.t1	957	260	966	539	677	462	773	548
g8808.t1	0	16	0	2	0	0	1	2
g22544.t1	3	4	3	13	5	3	73	10
g12163.t2	0	16	2	0	0	0	3	0
g13431.t1	170	52	187	171	148	78	158	88
g18473.t1	30	32	92	78	28	12	34	41
g6708.t1	3	3	3	0	1	17	3	8
g13258.t1	0	0	0	0	0	0	0	0
g20429.t1	0	0	0	0	0	0	0	0
g12469.t1	93	26	96	50	74	53	52	62
g2624.t1	0	38	3	3	1	0	4	0
g20773.t1	0	0	0	0	0	0	0	0
g4195.t2	12	1	0	50	77	3	23	96
g7061.t1	0	1	0	0	0	0	0	0
g20658.t1	89	14	194	68	160	220	140	178
g10850.t1	1	15	0	0	0	0	5	0
g10552.t1	67	53	57	243	195	29	103	159
g16868.t1	1436	160	2496	694	549	1206	858	688
g22678.t1	0	67	2	9	50	0	8	27
g12375.t1	0	7	2	42	47	2	38	18
g14899.t2	1	1	0	0	0	0	1	0
g28.t1	0	1	0	1	0	0	2	0
g3019.t1	18	19	10	2	21	14	38	4
g17394.t1	5	10	31	244	1146	95	960	620
g19972.t1	0	7	0	0	0	0	0	0
g14633.t1	38	43	18	39	40	20	28	27
g9420.t1	3	30	4	88	269	3	8	388
g14571.t1	4	76	4	664	74	9	220	72
g9848.t1	32	4	182	147	83	54	112	76
g1456.t1	0	1	0	0	0	0	0	0
g7600.t1	137	47	37	54	78	49	58	35
g21876.t1	87	19	64	133	130	55	108	89
g20594.t1	387	68	500	181	242	416	509	272
g11216.t1	0	0	0	0	0	0	0	0
g22046.t1	1	4	0	5	11	2	9	6
g7007.t1	42	0	0	0	40	14	28	14
g13369.t1	0	14	0	0	0	0	3	3
g14382.t1	47	31	32	147	249	20	55	123
g19746.t1	25	16	12	79	60	15	31	62
g11563.t1	20691	4608	13926	5642	20011	8328	11090	4063
g8055.t1	0	0	0	0	0	0	0	0
g414.t1	0	0	1	0	0	0	0	0
g16517.t1	0	1	0	1	0	5	0	0
g20635.t1	0	0	0	0	0	0	0	0
g15535.t1	0	1	0	0	0	0	0	0
g16374.t2	0	0	13	0	0	16	0	0
g4660.t1	0	0	0	0	0	0	0	0
g17178.t1	0	3	0	0	0	0	0	0
g12483.t1	72	52	42	27	58	16	57	45
g13004.t1	12	23	7	61	27	16	23	59
g19115.t1	14	26	5	37	17	23	14	27
g2625.t1	14	49	9	10573	32	8	710	623
g3495.t1	34	38	30	45	45	43	56	29
g13733.t1	113	27	383	281	196	461	219	272
g13049.t1	0	0	0	0	0	0	0	0
g20122.t1	246	30	289	126	232	88	123	220
g22205.t1	168	141	8	133	181	59	49	0
g21549.t1	0	1	0	2	0	0	0	2
g8140.t1	0	0	0	0	3	0	2	0
g23201.t1	2	14	10	0	0	0	1	1
g22500.t1	235	34	12	170	18	10	58	27
g12721.t1	146	57	67	173	115	48	134	95
g22264.t1	122	40	79	449	187	137	291	268
g9039.t1	53	27	16	94	88	53	108	99
g3465.t5	1	0	1	0	0	0	0	0
g7908.t1	3	33	0	1	0	0	7	0
g12818.t1	495	82	2565	3523	2499	9657	6747	8111
g1477.t1	0	8	0	3	45	1	1	61
g305.t1	13	6	5	0	15	24	16	0
g1702.t1	0	1	0	0	0	0	0	0
g24175.t1	0	0	0	0	0	0	0	0
g10849.t1	1	7	0	1	1	0	0	2
g6541.t1	10	0	0	9	19	0	17	0
g14739.t1	130	94	111	131	113	59	141	40
g21209.t1	2	3	0	12	0	7	6	2
g1709.t1	50	76	63	41	53	36	69	28
g1797.t1	25	154	7	231	55	193	151	10
g513.t2	0	0	0	0	7	3	3	0
g8287.t1	0	2	0	0	0	0	0	0
g2998.t1	11	1	4	5	8	0	3	4
g15769.t1	9391	952	7866	2731	3434	4422	4593	3965
g17382.t1	0	0	0	0	0	0	0	0
g19522.t1	53	0	13	88	59	0	115	154
g18392.t1	179	90	209	128	287	104	228	195
g21808.t1	0	5	0	0	1	0	0	0
g5224.t1	45	6	30	28	27	9	28	27
g11778.t2	1	4	0	7	1	1	0	0
g522.t2	10	4	4	16	5	28	30	19
g14160.t1	0	4	0	0	0	1	0	0
g11964.t1	111	60	519	254	281	184	396	225
g4062.t1	4	7	2	3	29	12	17	3
g14122.t1	4	23	4	0	0	35	26	0
g12665.t2	0	0	0	121	0	0	38	52
g6045.t1	9	59	3	3	2	1	8	1
g19369.t1	6148	1823	5380	6966	4523	5424	6437	6225
g4179.t1	9	52	6	30	4	3	23	0
g13984.t2	3	2	2	8	16	0	11	8
g8193.t1	7	9	6	11	15	2	9	7
g7939.t1	8	2	161	212	56	236	105	230
g2830.t1	0	0	0	0	0	0	0	0
g10858.t1	644	166	231	496	512	850	573	565
g4422.t1	54	32	129	68	102	239	187	191
g11223.t1	4	7	3	239	41	3	77	60
g4605.t1	1	17	16	16	11	5	7	4
g21695.t1	59	46	33	88	41	29	22	78
g16912.t1	0	0	0	0	0	0	4	0
g8619.t1	17	32	0	9	4	0	10	4
g19703.t1	3	41	9	12	20	4	59	12
g17614.t1	16390	4087	14860	10281	12892	20382	20118	18812
g20364.t1	15	22	16	22	48	26	76	48
g21223.t1	5	67	12	4	1	14	9	52
g18251.t1	1	4	0	0	2	0	1	0
g12678.t1	0	0	1	0	0	0	0	0
g13203.t1	35	8	8	33	42	15	14	15
g1105.t1	115	181	256	432	270	247	431	191
g6957.t1	0	0	4	0	3	0	0	0
g17366.t2	12	0	0	18	26	0	74	6
g1389.t1	6	60	7	57	338	5	15	639
g8473.t2	0	4	0	2	0	0	0	0
g6271.t1	1	15	0	1	43	2	1	70
g3573.t1	0	5	0	0	0	0	0	0
g12481.t1	180	52	154	199	157	137	276	234
g6672.t1	3	32	0	302	72	6	139	30
g23358.t2	11	0	25	32	6	6	34	16
g3547.t1	1	15	3	7	11	0	13	6
g2673.t2	9	56	4	52	0	0	22	21
g5855.t1	31	67	36	189	47	4	42	40
g22946.t1	0	0	0	0	1	0	0	0
g4498.t1	178	140	161	347	205	105	243	150
g6287.t1	15	13	20	19	6	28	40	26
g5129.t1	9	23	4	20	18	6	3	5
g24134.t2	7	6	5	13	2	3	4	3
g12185.t1	7	24	3	0	1	2	1	17
g9754.t1	169	89	283	155	187	184	161	193
g17403.t1	19	6	8	58	40	33	20	30
g2819.t1	20	40	2	11	29	7	9	6
g14073.t1	1	1	2	0	0	0	0	0
g15946.t1	0	4	0	7	10	0	2	2
g15733.t1	1	20	0	9	0	0	2	0
g13317.t1	288	132	328	377	388	206	383	529
g11217.t1	0	7	2	0	8	0	4	2
g9479.t1	0	25	0	0	0	0	0	0
g11357.t1	2	7	3	30	46	0	16	25
g4829.t1	0	6	0	0	0	0	0	0
g18743.t1	6	3	4	9	9	3	7	1
g4616.t1	0	3	1	50	15	0	12	22
g1462.t1	0	2	0	0	0	0	0	0
g11736.t1	0	0	0	8	0	0	8	0
g13780.t1	173	54	94	104	90	34	64	63
g18613.t1	0	0	0	0	0	1	0	0
g23469.t1	36	0	13	23	31	22	19	19
g22998.t1	5	36	1	3	1	0	1	0
g18366.t1	942	99	1160	507	794	495	830	674
g15140.t1	252	78	226	146	261	156	240	183
g21461.t1	9	22	3	30	29	0	16	18
g19768.t1	141	63	143	92	89	49	143	83
g21653.t1	2	22	1	1	1	3	4	2
g13584.t1	1	51	4	7	4	3	3	1
g15768.t2	41	60	33	44	42	24	65	16
g18077.t2	16	6	30	0	37	33	11	39
g50.t1	1	2	0	0	0	0	0	0
g3729.t1	16	11	11	14	15	2	12	8
g21732.t1	628	94	621	480	499	601	731	597
g8629.t1	0	1	0	0	0	0	0	0
g6545.t1	0	3	0	0	7	0	0	0
g20147.t1	92	195	38	49	47	30	56	29
g15458.t1	0	0	0	0	0	0	0	0
g18314.t1	1	11	7	154	133	3	86	358
g8732.t1	19	17	27	15	13	20	29	11
g7416.t1	0	3	0	0	1	0	1	0
g6415.t1	25	38	16	939	165	17	542	379
g3579.t1	179	35	120	113	117	44	122	92
g21192.t1	22	144	12	23	12	5	51	31
g10556.t2	0	118	8	18	0	9	12	0
g22543.t1	2	4	1	36	23	13	160	11
g13077.t1	0	0	0	2	1	0	1	0
g17126.t1	251	33	152	200	142	117	323	141
g15934.t1	0	0	0	0	0	0	0	0
g320.t3	0	0	17	53	25	0	123	0
g24006.t1	0	3	0	9	7	0	1	9
g3111.t1	85	45	88	48	77	30	94	41
g236.t1	383	45	405	269	320	231	530	349
g13219.t1	0	6	1	0	0	0	7	0
g3605.t1	1062	178	282	4327	3026	2872	2900	3854
g20536.t1	0	0	6	5	0	0	0	0
g19022.t1	186	49	291	316	501	922	449	462
g11631.t1	170	77	411	398	262	312	538	367
g11871.t1	2	47	3	510	146	0	86	225
g14299.t1	0	3	0	1	0	0	1	4
g20301.t1	4	50	8	71	24	20	26	14
g20078.t1	53	38	178	82	117	55	82	60
g2064.t1	0	4	0	0	0	0	0	0
g10310.t1	0	13	2	33	18	3	12	19
g10801.t2	241	9	386	339	150	246	327	81
g6100.t1	0	31	0	0	0	0	5	0
g1210.t1	381	125	669	710	493	338	480	535
g965.t1	0	0	0	0	0	0	0	0
g3449.t1	0	9	0	0	0	0	0	0
g19765.t1	42	19	24	18	14	15	24	18
g5806.t1	134	31	114	87	101	68	116	59
g11229.t1	249	49	181	150	330	296	348	362
g20929.t1	0	6	1	1	1	0	0	0
g9699.t1	2966	234	4082	964	1718	1441	1826	1821
g15937.t1	9	64	1	49	0	0	8	0
g159.t1	1	4	0	0	0	1	0	6
g12029.t1	7	6	7	50	422	7	18	268
g22278.t1	90	25	63	509	241	42	222	217
g7694.t1	0	23	0	0	11	1	0	0
g8805.t1	1	7	0	2	0	0	0	0
g8012.t1	0	1	0	1	0	0	2	0
g19163.t1	62	22	93	51	42	9	45	4
g17440.t2	0	0	0	7	5	0	0	0
g7657.t1	0	0	0	0	0	0	0	0
g7070.t1	0	0	0	0	0	0	0	0
g5088.t1	5	49	0	99	31	5	39	13
g11364.t1	0	17	0	1	4	0	2	0
g7243.t1	0	0	0	0	0	0	0	0
g22414.t1	559	105	339	307	446	167	521	281
g6135.t1	190	49	146	249	332	202	400	261
g2643.t1	0	39	1	1	0	0	0	1
g14818.t1	33	60	30	464	263	43	305	176
g411.t1	2	76	0	4	9	0	5	4
g22836.t1	105	21	55	69	152	42	56	153
g17963.t1	6	26	10	78	36	3	47	28
g16942.t1	1	4	0	0	0	1	0	0
g12458.t1	1	7	1	3	9	0	2	27
g518.t1	108	72	180	166	627	87	467	87
g12149.t1	11	8	32	11	14	2	24	3
g11188.t1	2	52	0	0	18	2	13	0
g4995.t1	8	36	13	6	3	7	9	5
g14630.t1	0	3	0	0	0	0	0	0
g11349.t1	85	203	89	431	154	118	182	129
g1976.t1	4	1	3	12	32	0	2	27
g4710.t1	1	47	1	3	2	2	5	13
g16042.t2	5	4	11	0	2	22	15	10
g1764.t1	15	0	22	88	40	8	0	0
g12112.t1	4638	778	6185	4626	3766	2881	5568	3567
g740.t1	1	4	3	5	0	3	2	0
g17414.t1	300	56	187	193	196	76	219	61
g12441.t1	1	11	1	2	0	3	2	0
g12808.t1	38	68	134	86	142	70	122	115
g3213.t1	6	44	0	11	2	0	1	2
g7216.t1	2	37	0	4	0	2	5	0
g4920.t2	0	1	0	0	0	0	0	0
g6750.t1	0	0	0	0	0	0	0	0
g2340.t1	4	13	73	71	108	1	19	37
g3200.t1	19	37	16	856	426	45	221	475
g22330.t1	0	7	0	11	34	0	6	93
g4712.t1	1	6	0	2	0	1	0	0
g3645.t1	173	53	54	62	122	53	56	106
g14125.t1	0	8	0	10	105	2	5	175
g6111.t3	93	23	89	50	67	109	145	49
g19478.t1	0	5	1	0	0	0	3	0
g13719.t2	55	0	37	15	36	0	16	0
g13919.t1	116	7	96	140	164	332	422	410
g4668.t1	3	78	1	8	0	2	4	0
g7603.t1	28	37	11	241	131	29	89	99
g15366.t1	35	9	44	26	35	20	18	23
g1478.t1	1	6	3	5	8	0	2	14
g13706.t1	470	71	139	198	266	67	260	171
g10004.t1	34	117	84	81	152	24	49	141
g16762.t1	18	51	8	14	68	0	30	2
g15495.t1	0	3	0	1	1	0	0	0
g13800.t1	66	16	57	89	96	59	78	55
g9731.t1	1	38	2	12	0	6	4	0
g21888.t1	0	1	0	0	0	0	2	1
g700.t1	429	94	409	326	614	119	317	350
g24151.t2	3865	469	2022	1119	2204	4658	2771	3047
g14840.t1	0	0	0	0	0	0	0	0
g7196.t1	0	0	0	13	0	0	0	0
g23521.t1	9	32	4	46	17	1	31	33
g22912.t1	10	8	11	36	23	0	11	10
g21752.t1	21	7	18	43	29	23	47	29
g9673.t1	33	6	23	28	17	10	20	13
g6180.t1	33	74	19	21	32	0	27	47
g12624.t1	0	0	0	3	0	0	0	0
g7646.t1	27	25	16	246	56	17	110	29
g10777.t1	2	4	0	0	0	1	1	0
g16053.t1	0	1	0	14	4	0	0	5
g22868.t1	17	22	3	18	29	2	24	5
g10554.t1	9	18	28	2	39	0	3	8
g2228.t1	4	105	1	3	0	1	4	0
g7713.t1	2	14	5	17	14	5	0	4
g11869.t1	3	12	6	13	3	0	5	4
g1081.t1	0	11	1	6	24	0	2	23
g8933.t1	10	4	11	15	16	8	48	17
g23199.t1	5	4	0	21	23	0	3	12
g7349.t3	0	0	0	0	0	0	0	1
g20657.t1	6	3	3	16	0	3	0	10
g19962.t1	1	12	4	4	9	9	9	13
g3911.t1	64	23	78	80	83	95	100	83
g2537.t1	696	89	77	62	114	47	57	39
g3833.t1	120	46	35	256	245	143	120	291
g18455.t2	134	64	12	150	258	654	0	0
g5814.t1	429	38	407	306	245	286	416	338
g18032.t1	0	4	0	0	2	0	0	1
g8274.t1	52	76	12	63	52	33	32	27
g8912.t1	258	63	189	208	205	152	211	252
g19475.t1	134	15	373	419	245	440	564	225
g568.t1	2904	462	3788	2648	1829	3664	2930	2927
g21571.t1	149	41	121	197	167	91	181	126
g4332.t1	2	1	1	0	1	0	1	5
g20792.t1	0	0	0	0	0	0	0	0
g11687.t1	22	0	15	12	17	9	0	6
g21450.t1	30	6	2	17	31	15	36	36
g17739.t1	0	3	2	1	1	0	2	2
g20526.t1	12	0	13	6	5	11	21	9
g21659.t1	2	6	0	15	23	0	109	0
g6290.t1	1	2	0	0	0	0	2	0
g14759.t1	3	6	3	116	391	12	30	502
g21801.t1	631	92	1145	1163	1316	1618	2524	1657
g13774.t1	1	22	6	4	0	0	2	1
g9894.t1	24	15	7	5	1	29	3	10
g21846.t1	1	4	0	0	0	0	0	1
g19116.t1	2	3	2	2	5	5	5	0
g19531.t1	180	96	107	735	598	446	1818	209
g11813.t1	0	11	3	1	0	0	0	0
g16413.t1	593	89	560	1509	2262	1287	1759	3087
g17371.t1	8	4	3	12	10	12	7	1
g10671.t3	0	14	0	0	0	0	0	0
g6783.t1	0	2	0	0	0	0	0	0
g716.t1	0	4	0	0	0	0	0	0
g15027.t1	52	48	40	1385	404	17	204	350
g15874.t1	0	14	0	0	10	1	4	17
g17433.t1	1	47	0	13	3	3	8	3
g880.t1	4483	1475	6457	4462	6315	1520	1755	5542
g21507.t1	620	78	742	542	518	466	611	566
g14586.t1	22	12	15	25	27	0	20	7
g21383.t2	144	1	102	84	61	45	221	36
g7871.t1	10	40	12	124	37	15	91	21
g15592.t3	0	8	0	9	0	3	26	17
g6344.t1	1	53	17	37	24	5	26	9
g20919.t1	4	17	4	0	0	0	1	0
g7540.t1	2	6	1	179	31	1	80	3
g9147.t1	29	239	28	23	23	32	66	13
g18979.t1	20	28	38	63	41	13	41	25
g11280.t1	9	68	20	19	18	3	10	7
g23300.t1	53	9	29	61	59	103	84	79
g3485.t1	0	11	0	0	0	0	0	0
g2782.t1	18	12	2	35	20	17	46	22
g1519.t1	0	7	0	0	0	0	0	0
g23535.t1	0	5	0	0	0	0	0	0
g13246.t1	11	4	2	10	10	6	14	8
g22827.t1	6	92	3	2	1	1	5	0
g19913.t1	2	5	0	0	5	0	2	0
g4688.t1	3	10	1	18	17	1	10	0
g19241.t1	5	25	1	38	16	0	10	0
g10107.t1	93	22	57	72	82	37	64	33
g9055.t1	40	55	23	33	34	5	19	5
g11276.t1	418	85	187	6559	12008	28017	24157	53568
g6031.t1	251	110	207	211	206	83	236	104
g16555.t3	7	0	0	0	0	18	0	0
g4143.t1	20	30	11	28	23	15	29	17
g10740.t1	0	11	1	32	43	0	6	96
g20591.t2	0	0	4	0	0	2	0	0
g21249.t1	80	50	74	32	33	5	43	17
g3168.t1	37	18	11	21	26	9	33	13
g15992.t1	2	0	3	9	4	5	0	0
g6947.t1	0	27	0	2	0	0	0	0
g7132.t1	0	0	0	0	0	0	0	0
g1221.t1	5	0	6	120	19	0	45	13
g23832.t1	33	1	2	1	0	15	0	0
g503.t1	0	11	0	1	3	0	2	11
g11014.t1	227	101	344	268	241	290	341	259
g4859.t1	0	6	0	0	0	0	0	3
g13958.t1	3	6	0	4	47	2	10	123
g17194.t1	0	2	0	0	0	0	0	0
g16549.t1	2	65	0	0	2	0	0	1
g576.t1	4	27	1	8	9	0	4	13
g9338.t2	0	77	0	0	0	0	20	28
g19319.t1	27	145	95	361	527	0	1127	131
g15903.t1	0	2	0	0	0	0	0	0
g3525.t1	12	2	1	19	20	0	8	432
g5494.t1	2	99	11	19	7	1	23	59
g22222.t1	0	13	1	13	0	0	1	3
g13439.t1	10	2	17	46	24	13	49	8
g23210.t1	1	0	0	0	0	0	0	0
g18560.t1	6	56	2	573	768	46	1176	168
g22766.t1	3	7	0	7	5	2	2	2
g16307.t1	5	2	0	0	12	0	0	0
g23606.t2	48	88	42	202	144	56	163	116
g11340.t1	0	0	0	2	0	0	0	0
g4068.t1	0	0	0	1	1	0	0	0
g7938.t1	21	68	26	27	20	6	19	11
g12216.t1	62	14	60	24	57	45	33	21
g14926.t1	5	6	2	21	13	0	4	9
g5555.t1	1	11	4	4	6	0	10	1
g9034.t1	275	242	1715	2020	650	3652	3820	1493
g7880.t1	26	27	54	92	83	68	111	37
g14551.t1	0	2	0	13	22	0	5	19
g21636.t1	69	115	70	36	79	17	53	102
g8125.t1	2	9	0	0	0	0	0	0
g14213.t1	32	21	46	45	56	18	38	116
g14246.t1	431	153	1025	1193	986	4341	2036	3180
g12155.t1	19	189	17	2254	10077	74	139	13187
g19478.t2	2	0	6	11	9	2	6	2
g20371.t1	961	180	787	4581	3099	1329	2004	4163
g3509.t1	8	11	2	1	8	4	4	1
g21238.t2	16	78	26	26	168	4	16	70
g10842.t1	1025	211	868	392	514	458	749	511
g291.t1	347	187	210	72	104	106	112	69
g10209.t1	210	62	195	212	162	146	134	135
g21454.t1	0	1	0	0	0	0	0	0
g23284.t1	54	26	12	52	36	26	39	36
g1219.t1	166	79	147	207	136	35	159	59
g13352.t1	98	97	68	107	312	25	33	158
g23716.t2	0	4	0	67	10	0	4	3
g198.t1	1	3	0	4	0	0	0	0
g20645.t1	0	0	0	0	0	0	0	0
g6378.t1	0	6	0	0	0	0	0	0
g22733.t2	7	103	11	93	22	2	76	53
g10912.t1	0	37	1	41	18	1	25	24
g16948.t2	7	0	0	2	4	0	13	0
g4453.t1	3	1	0	0	1	0	1	0
g7964.t1	3	12	2	8	47	4	15	79
g3660.t2	23	18	0	33	0	0	6	50
g10464.t4	21	0	0	34	12	9	0	10
g3866.t1	71	36	63	101	145	60	105	113
g1276.t2	0	3	0	0	0	0	0	0
g23159.t1	0	1	0	1	22	1	12	1
g1225.t1	0	2	1	34	10	0	22	11
g12925.t1	81	13	19	125	118	18	62	74
g14971.t2	32	49	105	98	101	320	135	70
g19843.t1	10	47	6	11	3	4	7	2
g19299.t1	1	0	1	0	0	0	0	0
g20302.t1	20	5	12	12	23	7	13	6
g2804.t1	26	11	7	12	17	3	9	6
g10843.t1	2	48	0	4	2	1	3	0
g20796.t1	4	6	2	7	4	4	12	3
g7869.t1	5	22	9	44	21	6	31	1
g15194.t1	10	11	8	9	7	9	7	5
g12196.t1	5225	764	4993	2712	3155	2762	3410	2693
g2246.t1	13	79	2	20	18	3	10	4
g3565.t2	220	0	88	341	229	0	219	73
g6971.t1	0	4	0	0	0	0	0	0
g13488.t1	34	73	12	16	13	5	11	0
g7438.t1	13	84	6	27	19	5	12	8
g15105.t2	4	53	0	0	0	0	0	0
g19504.t1	36	7	85	30	28	29	50	28
g23100.t1	256	451	33	119	80	301	138	246
g2646.t1	42	412	6	26	20	13	15	2
g7900.t1	78	34	76	111	123	20	154	52
g22007.t1	0	2	0	0	0	2	0	0
g11058.t1	0	0	0	0	0	0	0	0
g1353.t1	5	8	3	10	12	2	5	12
g1650.t1	3	2	1	96	92	3	140	27
g23922.t1	2	0	0	0	0	0	0	0
g7743.t1	1567	272	732	367	1040	532	801	656
g21667.t1	120	31	38	33	97	14	71	56
g12553.t1	2	8	5	1	3	0	3	0
g2457.t1	0	0	0	0	0	0	0	0
g11267.t1	0	25	1	57	27	0	27	45
g2309.t1	0	22	2	1	0	0	0	0
g2820.t2	11	69	26	13	49	2	9	29
g10691.t1	0	0	0	0	0	0	0	0
g18301.t1	129	26	112	146	130	56	138	74
g1542.t1	15	5	1	4	1	10	2	3
g19643.t1	150	46	46	161	112	60	145	105
g15663.t1	0	4	0	0	0	0	3	0
g22862.t1	3	25	5	1	11	2	12	15
g12694.t1	3	12	1	59	10	1	6	9
g13731.t1	8	29	2	15	16	2	14	2
g21853.t1	97	30	947	207	162	1660	414	274
g11764.t1	0	6	0	3	3	1	2	0
g12405.t1	32	20	39	35	34	13	13	17
g7921.t1	1	2	1	32	17	6	33	11
g7526.t1	0	48	0	0	0	0	0	3
g20728.t1	60	20	55	37	128	8	35	79
g17659.t1	2	1	6	31	7	6	10	3
g14030.t1	2	4	0	0	0	0	0	0
g18169.t1	0	8	0	0	0	0	0	0
g12143.t1	19	3	515	91	37	1387	427	260
g11844.t1	119	44	275	119	153	149	161	142
g5035.t1	0	0	0	2	1	0	0	0
g20336.t1	48	13	34	79	28	48	76	29
g21440.t1	19	0	5	4	11	9	11	3
g3589.t1	13	10	10	16	11	2	12	3
g6252.t1	3	3	0	0	0	0	1	0
g17076.t1	137	55	113	229	178	111	218	150
g21693.t1	17	14	8	35	41	1	16	18
g19009.t2	0	0	0	0	39	0	17	0
g12535.t1	36	15	104	17	15	13	30	12
g8259.t1	2	9	4	4	1	0	12	0
g10329.t1	0	4	0	0	0	0	0	0
g473.t1	0	2	2	5	9	3	42	3
g13640.t2	11	17	33	107	184	57	98	68
g790.t1	0	4	1	0	0	0	0	0
g13698.t1	0	6	0	0	0	0	0	0
g21092.t1	2	16	3	22	8	1	11	0
g18840.t1	0	0	1	0	0	0	0	0
g21508.t1	0	10	1	12	5	0	8	8
g4635.t1	0	8	0	0	0	0	0	0
g21110.t2	0	0	0	21	6	2	0	3
g1430.t1	0	0	0	0	0	0	0	0
g22595.t1	0	5	0	2	0	0	0	0
g17611.t1	2	2	5	112	35	4	59	37
g10883.t1	48	29	43	10	10	14	8	3
g23671.t1	4	9	0	17	7	0	8	3
g19691.t1	0	0	0	7	0	0	4	0
g21057.t1	17	37	12	23	14	6	34	14
g22374.t1	0	9	0	5	17	1	0	2
g850.t1	105	37	69	75	71	62	81	67
g5964.t1	3	3	0	19	19	1	0	27
g21849.t1	44	3	53	58	65	11	34	7
g6316.t1	3	13	23	137	114	14	108	177
g1983.t1	345	59	178	317	205	109	220	232
g3008.t1	95	90	274	148	171	350	391	128
g3716.t1	0	5	1	0	0	0	0	0
g15152.t1	0	17	9	88	51	1	22	71
g3045.t1	84	30	133	119	217	111	198	161
g8633.t1	47	37	40	61	71	13	43	33
g23804.t2	252	26	257	165	136	221	247	265
g4287.t1	21	18	56	23	15	11	10	16
g1873.t1	77	216	53	131	158	25	125	45
g14575.t1	1	54	1	1	9	0	0	14
g3419.t1	5	11	0	0	0	0	0	0
g5026.t1	100	89	27	66	115	48	89	52
g3481.t1	4	6	2	19	0	2	0	0
g20238.t1	6	3	10	20	16	0	8	3
g7446.t1	39	65	12	161	11	5	398	266
g4035.t1	279	138	163	207	234	180	200	174
g13801.t2	49	25	79	45	54	29	27	35
g12480.t1	49	26	30	42	49	13	51	21
g14600.t1	0	9	0	17	0	0	4	0
g17532.t1	142	56	237	198	107	240	186	184
g18688.t1	39	20	42	72	76	10	32	68
g3989.t1	36	6	9	13	10	3	14	3
g22935.t1	56	17	7	21	24	7	18	8
g535.t1	0	1	0	9	5	1	0	0
g12145.t1	2303	241	3894	940	834	5962	1934	2003
g21058.t1	23	15	11	45	35	11	19	18
g16902.t1	0	0	0	0	0	0	0	0
g6301.t1	50	169	60	50	93	18	90	59
g4072.t2	200	0	349	164	273	143	333	309
g4336.t1	104	60	96	128	135	70	157	71
g9123.t1	0	0	0	0	0	0	0	0
g15679.t1	6	33	7	365	271	3	59	430
g20818.t1	5	0	0	1	1	0	1	1
g12756.t1	69	19	90	47	55	18	45	25
g16681.t1	0	1	1	0	0	0	1	0
g22380.t2	0	0	0	0	0	0	0	0
g8659.t1	26	38	29	43	61	22	116	16
g1626.t1	48	56	50	24	24	9	24	10
g1770.t1	75	74	39	118	100	63	113	97
g20245.t1	22	16	37	28	27	40	15	15
g13185.t1	277	156	172	97	70	173	235	206
g5094.t1	14	13	17	15	11	0	13	13
g4597.t1	0	94	7	9	0	1	6	1
g20800.t1	3	5	2	12	7	2	12	6
g10349.t1	0	168	18	20	6	10	7	4
g3383.t1	34	18	19	45	38	8	22	15
g23870.t1	4	1	0	3	2	0	1	2
g23338.t1	528	118	317	785	597	270	533	691
g8276.t1	13	26	39	43	35	6	90	25
g3396.t1	7	0	0	32	10	23	19	43
g15783.t1	0	6	0	0	0	0	0	0
g9188.t1	68	14	56	34	36	22	54	18
g23053.t1	20	13	41	23	24	31	9	10
g5106.t1	621	55	564	938	632	613	967	495
g22848.t2	0	0	0	0	1	0	0	0
g15440.t1	1	55	4	163	9	3	36	4
g17430.t1	108	26	77	57	48	57	90	57
g10746.t2	490	53	299	647	627	552	704	652
g23972.t1	0	0	0	0	0	0	0	0
g6265.t1	80	55	26	177	120	16	70	51
g9602.t1	0	0	0	0	0	0	0	0
g6214.t1	99	20	332	122	168	357	309	211
g15796.t1	41	37	31	59	45	9	87	8
g8995.t1	6	31	14	76	25	2	43	21
g14034.t1	9	3	2	7	8	3	7	1
g13699.t1	4	6	2	8	7	3	4	0
g23392.t1	0	3	1	1	3	0	2	0
g11483.t1	0	8	0	0	0	0	0	0
g11116.t2	86	27	56	45	91	112	127	71
g20678.t1	3	13	0	6	4	0	3	2
g9201.t1	0	0	0	1	2	0	1	3
g3981.t1	333	84	213	340	228	163	274	147
g23023.t1	0	0	0	0	0	0	0	1
g4590.t1	3	8	0	6	6	1	8	3
g11268.t1	875	135	834	956	806	853	979	848
g717.t1	0	1	0	0	0	0	0	0
g12199.t1	2655	210	2708	1297	1246	2481	2852	1072
g22028.t1	19	5	7	15	19	10	25	25
g11560.t1	106	77	76	73	73	34	99	39
g8602.t4	0	0	0	0	0	0	0	0
g15998.t1	0	35	0	9	14	0	2	0
g13705.t1	42	18	10	49	89	14	42	79
g23205.t1	0	0	0	1	0	0	0	0
g18894.t1	0	8	0	0	0	0	0	0
g21872.t1	0	3	0	0	0	0	0	0
g4146.t1	94	28	67	49	57	35	73	55
g12801.t1	1006	303	942	3314	1914	1602	1168	790
g8506.t1	6	2	7	3	7	1	2	1
g5370.t2	0	0	0	0	0	0	0	0
g3763.t1	0	0	0	0	0	0	0	0
