gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231
2026	g16613.t1	87.8806610218548	3.21346679619534	0.335576031722749	9.57597233538505	1.00903322749834e-21	4.54800705769302e-19	12	13	20	123	247	34	16	7	248	125	244	269	6	292	11
2027	g16623.t1	1193.89005264375	-1.18827235115958	0.368769517633203	-3.22226294295152	0.00127182359982432	0.00715256136787082	1671	307	825	473	671	2930	1388	872	785	589	2101	634	1618	1177	1791
2028	g16624.t1	438.447756716221	-1.59228633710757	0.266616013399237	-5.97220818362189	2.34063575236087e-09	9.37220037835242e-08	674	123	312	209	306	1181	591	342	327	230	227	220	583	464	687
2029	g16626.t1	12.3110167976985	1.41947163357704	0.400676604486325	3.54268658984178	0.000396073113679581	0.00277494877411196	7	5	3	15	24	13	9	1	22	21	39	18	4	29	5
2030	g16630.t1	239.714347711187	0.50761098706741	0.193914372328486	2.61770688253849	0.00885228093392282	0.0333192585256472	285	69	126	289	396	281	223	81	427	335	414	271	209	489	130
2031	g16634.t1	29.3435210656563	1.60576944330529	0.276345482497322	5.81073165659892	6.22003963840331e-09	2.19675991867529e-07	20	3	20	54	68	12	14	9	76	58	30	57	14	81	10
2032	g16635.t1	131.005075787146	-1.10790101110324	0.345490161770389	-3.2067512586351	0.00134243016337866	0.00747195178407443	116	30	78	63	123	325	148	133	155	141	72	75	160	114	209
2033	g16637.t1	172.268888092485	1.04835531824675	0.221932943312981	4.7237480952447	2.31537188946331e-06	3.78997685260786e-05	172	56	76	201	376	118	115	47	333	241	408	275	94	327	95
2034	g16640.t1	37.4472226185789	-4.70226244898499	1.2761372790033	-3.68476223236545	0.000228916235746802	0.00176752418286297	1	9	0	1	0	75	127	1	0	7	0	12	21	3	249
2035	g16644.t1	1074.9385442299	2.29812886271378	0.338902355183164	6.78109439951141	1.19268909605905e-11	8.35075359004451e-10	510	199	510	1882	2952	138	335	273	3839	1645	2633	1686	214	2470	200
2036	g16649.t1	102.67859795592	1.36324549917196	0.518022802522799	2.63163222262202	0.00849757943618331	0.0322818491838149	0	168	51	221	243	62	90	34	209	142	114	184	75	300	25
2037	g16650.t1	18.5744903923259	1.05548076227379	0.352736817852465	2.99226139391905	0.00276919043963466	0.0134420989817132	5	110	8	27	38	8	8	13	25	42	33	24	20	40	8
2038	g16660.t1	126.364312707759	1.59667169165045	0.34493923441677	4.62884917788529	3.67703441010406e-06	5.57270089251734e-05	43	17	51	194	222	76	68	21	234	175	463	215	47	264	123
2039	g16661.t1	295.40720799103	0.63241091382641	0.185344805258096	3.41207789959781	0.000644696866496337	0.00414996034116282	315	100	246	450	549	253	232	118	578	373	331	449	167	633	144
2040	g16662.t1	23.6947277347516	1.07295241278767	0.314390648403395	3.41280002518067	0.000642991059852292	0.00414021177973343	13	14	7	24	46	20	15	7	42	44	60	35	18	43	8
2041	g16670.t1	61.1947866084108	1.35118033218124	0.288373280582191	4.6855254046192	2.79242657265877e-06	4.40979189047244e-05	39	14	39	75	183	42	37	15	113	94	181	67	28	105	27
2042	g16671.t1	76.3775730779838	1.05377182688481	0.218117854724004	4.8312038838737	1.35709943621968e-06	2.38318557651078e-05	43	16	47	76	179	54	66	31	172	101	171	113	59	159	32
2043	g16676.t1	649.262367829365	-0.964432860566433	0.327673906918762	-2.94327024582259	0.00324764783126565	0.0152712151335432	860	113	1052	565	611	569	592	864	492	425	434	644	733	790	668
2044	g16684.t1	4.23258541476398	2.01472156379145	0.654372093214572	3.07886229361375	0.00207792705355559	0.0106354274435001	1	0	1	10	6	5	3	0	6	6	15	10	3	13	0
2045	g16692.t1	206.99231831054	-1.7081536546975	0.5780089112649	-2.95523757749586	0.00312428361075851	0.0148199684101645	190	44	79	101	63	58	142	331	116	140	66	222	220	139	808
2046	g16693.t1	49.2198445960253	-3.2612573967031	0.691593993145501	-4.71556640026655	2.41039267051171e-06	3.92096582154292e-05	12	25	11	17	10	158	208	21	11	19	0	16	160	4	52
2047	g16695.t1	49341.6175211583	-7.25175604559091	0.672710429513852	-10.7799072638602	4.28317359666458e-27	4.21211185290173e-24	25132	2478	8311	1443	271	64124	43014	125032	779	1029	702	389	149613	676	170235
2048	g16696.t1	39541.6443580581	-2.46890160507736	0.577604953735245	-4.27437747739438	1.91672070406859e-05	0.000223187580368805	26942	2436	24872	11498	14695	21879	22590	106900	11988	18632	18025	13841	85999	14916	94493
2049	g16700.t1	586.293827567427	3.07753610725496	0.503291733013827	6.11481553417531	9.66687181712861e-10	4.28571253613888e-08	59	18	98	877	943	36	99	189	2113	2075	1654	966	302	1327	48
2050	g16713.t1	83.3676729771599	0.938701600603389	0.251587716036013	3.73111062572316	0.00019063748256261	0.00151977750504854	70	34	50	119	122	48	89	16	138	109	201	140	66	193	27
2051	g16714.t1	162.486470206271	1.13198352655896	0.263052370538039	4.30326297475913	1.68300886356006e-05	0.000199626626990799	154	29	47	287	272	102	168	49	232	197	364	279	126	488	64
2052	g16724.t1	183.802132846226	-0.917232031500335	0.357949341243569	-2.56246324777058	0.0103932586996361	0.0378485359310937	110	49	219	160	172	190	319	86	183	134	116	201	155	166	485
2053	g16728.t1	38.0459533752903	-1.5841457331908	0.308626947716904	-5.13288209247332	2.85338673006123e-07	6.21056558399141e-06	42	13	80	27	18	38	35	44	31	16	20	22	68	36	45
2054	g16729.t1	73.4579176607684	-1.58892781243295	0.351877785274335	-4.51556727627512	6.31474945545961e-06	8.8945054992753e-05	62	111	69	43	34	62	50	71	47	44	49	43	144	61	61
2055	g16730.t1	13268.8567116016	-3.66616049511807	1.10247391836435	-3.32539431005974	0.000882935681947608	0.00532691396512451	135	894	179	7475	434	8527	87095	865	286	2447	3290	825	3336	133	70961
2056	g16732.t1	2.29943143845801	-3.99932864087587	1.54489847983404	-2.58873232971626	0.00963299406913635	0.0355466189128031	0	8	6	0	1	1	3	0	0	0	0	0	0	1	3
2057	g16747.t1	233.568328860133	-1.48266668277776	0.32226194626262	-4.60081216529828	4.20846804179368e-06	6.27067535015194e-05	357	36	363	177	138	238	309	306	196	142	94	128	350	228	271
2058	g16749.t1	20.3841546883208	-8.07487322794601	1.73633575698312	-4.65052521983195	3.31090752345853e-06	5.08746337145065e-05	71	44	0	0	0	50	0	0	0	0	0	0	13	0	55
2059	g16759.t1	4.38070669928058	-4.55291674502776	1.55689923926717	-2.92434900743533	0.00345177495455666	0.0160152586621988	6	21	2	1	0	0	2	2	1	0	0	0	0	1	0
2060	g1676.t1	26.2635697319926	1.91705927472333	0.742917294842485	2.58044776724411	0.00986722819438223	0.0362933495385004	3	4	1	26	27	10	14	4	208	57	59	4	18	10	25
2061	g16764.t1	30.3928309884261	-2.73709646279722	0.664668183296407	-4.11798929387992	3.82192446949304e-05	0.000398877645429243	5	57	32	5	3	45	58	5	7	27	2	6	38	20	70
2062	g16765.t1	61.0447905370666	-4.28731640705636	0.967935473744207	-4.42934113208186	9.45214113537253e-06	0.000125381406170316	1	8	2	18	6	295	158	2	3	5	2	12	79	2	285
2063	g16766.t1	400.794588858497	-3.34474871850363	0.639871475874949	-5.22721959738881	1.72078080368512e-07	4.05545671979604e-06	215	59	4862	94	86	302	304	1822	74	130	60	76	418	90	334
2064	g16766.t2	400.794588858497	-3.34474871850363	0.639871475874949	-5.22721959738881	1.72078080368512e-07	4.05545671979604e-06	215	59	4862	94	86	302	304	1822	74	130	60	76	418	90	334
2065	g16767.t1	98.7054984294029	1.45609615660885	0.365487826148019	3.98397990968692	6.77706045573125e-05	0.000647336436908369	73	33	31	162	159	32	81	24	178	89	245	347	27	149	53
2066	g16772.t1	86.343749537623	-6.92743276956589	1.04946285854907	-6.60093181300708	4.0858145961e-11	2.48305052771414e-09	3	17	3	2	0	278	204	24	1	6	0	0	709	3	94
2067	g16773.t1	58.6952718845631	-6.80452959332051	1.13340286682434	-6.00362835889591	1.92956088776413e-09	7.93651137010968e-08	7	3	0	0	0	191	126	20	2	4	1	0	481	2	80
2068	g16776.t1	483.279742219844	-0.897421716165433	0.337198938410373	-2.66140136856916	0.00778161355236394	0.0302416398788205	659	100	882	412	357	269	388	552	451	401	397	404	526	619	615
2069	g1678.t1	277.844548737301	-1.93339534502468	0.373814101373673	-5.17207707767026	2.31506044925615e-07	5.21732633538091e-06	312	77	75	87	177	588	700	221	125	145	98	128	625	296	468
2070	g16787.t1	360.897207168064	-3.3675752131904	0.959846189993814	-3.50845296704475	0.000450720921559522	0.00307516466034067	22	526	0	95	104	614	2108	129	11	104	67	50	1025	118	10
2071	g16788.t1	19.7155503783156	-2.44600354708691	0.89417834383105	-2.73547616531079	0.00622900971852216	0.0254416887408395	0	7	5	4	8	63	112	7	4	20	0	8	55	9	4
2072	g16793.t1	190.866303904548	-1.30941115779161	0.339298428914472	-3.85917247533638	0.000113771623698756	0.000998964723507545	202	49	132	104	112	144	223	284	172	149	107	118	334	234	340
2073	g1680.t1	133.480216581663	-0.954860125919976	0.330605449425168	-2.88821653599545	0.0038743305869031	0.0175799375519397	182	94	43	78	100	307	165	47	143	109	112	105	122	180	216
2074	g1681.t1	32.9543649621644	-2.45450578736424	0.657851091359603	-3.73109632195248	0.000190648308236734	0.00151977750504854	10	19	11	9	9	132	58	3	3	3	20	26	73	19	88
2075	g16810.t1	71.8926078784224	1.62003921295168	0.312729051823343	5.18032847765874	2.21495513712681e-07	5.01785909861137e-06	50	22	10	114	169	32	53	9	156	171	119	137	27	152	43
2076	g16816.t1	140.357705544604	-0.91585698708233	0.312741800892889	-2.92847641238723	0.00340627676708214	0.0158347223583631	89	142	203	56	139	133	197	98	114	108	179	77	137	215	119
2077	g16817.t1	217.806272443713	-0.767925550627097	0.224126525405287	-3.42630373285117	0.000611855768850899	0.00397045577657145	158	123	307	101	298	269	299	158	243	146	201	149	276	359	200
2078	g16819.t1	2.15264104545651	-4.78668222507583	1.94924043215797	-2.45566536898507	0.0140624035374996	0.0477959700177483	0	10	2	0	0	0	1	2	0	0	0	0	2	0	0
2079	g1682.t1	68.8894957123132	-2.39244736242213	0.540657461895917	-4.42507045779515	9.64108113310258e-06	0.000127418931163515	28	71	37	32	19	302	112	7	31	22	31	35	72	16	145
2080	g16821.t1	86.657160525986	1.27517194096395	0.323060189737168	3.94716520782518	7.90819894697366e-05	0.00073358007429013	47	36	16	111	153	64	86	9	185	141	124	202	41	259	55
2081	g16823.t1	57.1851985288822	2.63074492180535	0.454962685755077	5.78233117610348	7.36724901112223e-09	2.51404467437901e-07	23	18	7	43	168	9	16	8	298	62	117	152	17	114	6
2082	g16824.t1	129.801774096025	1.1266251774614	0.325078373406568	3.4657032568954	0.000528846617796692	0.00351460334497956	89	50	156	230	274	40	80	35	183	205	229	238	50	303	38
2083	g16825.t1	178.327295069125	1.10414150354506	0.240935393051861	4.58272854626798	4.5894766055658e-06	6.75464805179702e-05	161	68	145	326	367	80	116	42	303	276	239	367	91	397	63
2084	g1683.t1	46.7026711826639	-2.52787118220893	0.580507360783763	-4.3545893695404	1.33316584226724e-05	0.000165100417844601	26	9	27	5	14	249	83	8	23	13	21	29	64	15	115
2085	g1684.t1	40.2241847529011	-1.93190244595467	0.6231866687121	-3.10003814739363	0.00193495719990853	0.0100535060086506	10	104	37	6	6	41	26	27	27	15	33	21	73	43	12
2086	g16843.t1	13.0932449690568	-7.43754752880166	2.49835765821622	-2.97697469549333	0.00291108036055501	0.0140145134847814	0	26	0	0	0	118	27	0	0	0	0	0	0	0	0
2087	g1685.t1	22.703013068156	-2.09255861523242	0.536047137725538	-3.90368396352456	9.47394767865642e-05	0.000856177351828453	16	25	37	8	9	28	88	3	13	22	2	10	33	11	15
2088	g16856.t1	3.18270883420602	-4.47513409954877	1.63307243669402	-2.74031573798907	0.00613801881210954	0.0251602949981034	0	15	4	1	0	3	0	1	1	0	0	0	2	0	0
2089	g16865.t1	99.8215039336383	-1.46382423843822	0.251327601447047	-5.82436720045901	5.73294027375541e-09	2.04000267800491e-07	120	63	183	82	52	109	89	105	49	53	58	71	149	107	96
2090	g16866.t1	1.66532235799615	-4.43663884294787	1.57392939504073	-2.81882964822132	0.00481990906602488	0.0208891691994087	0	3	4	0	0	8	1	2	0	0	0	0	1	0	0
2091	g16876.t1	238.609566855778	-3.08472558697852	0.552246662923078	-5.58577496992172	2.32660342477887e-08	7.1398673893746e-07	611	48	626	37	13	102	154	408	36	91	67	43	498	172	195
2092	g16877.t1	561.202985449806	-4.90836404108575	0.658451499569107	-7.45440483361006	9.02744092105577e-14	9.81450675010259e-12	376	76	1243	86	20	1536	316	1593	17	46	4	60	1102	78	204
2093	g16881.t1	383.25073141154	-1.07455033532515	0.303048517468172	-3.54580297670654	0.000391418740075368	0.00274589638181926	345	122	186	217	274	502	467	438	495	276	265	224	678	512	647
2094	g16883.t1	2.06197698542047	4.27387156083048	1.07971961433283	3.95831612586881	7.54800150954106e-05	0.000706319258905367	0	46	0	7	7	0	0	0	13	3	2	3	0	6	0
2095	g16886.t1	9.00351463914132	-3.39439521305553	1.37929947662529	-2.46095592043618	0.0138567389389318	0.0472851279772927	0	37	0	0	3	27	8	0	2	5	0	0	4	4	2
2096	g16888.t1	29.9024809253953	0.734361527655913	0.281528256869379	2.60848248705861	0.00909446652340673	0.034006011620101	27	9	19	36	36	33	19	15	59	50	27	71	22	72	10
2097	g169.t1	58.9488556562712	1.28800554111338	0.343558821061262	3.74901024847711	0.000177533831389416	0.00143265365240955	28	44	22	93	127	43	26	9	114	78	77	119	24	193	20
2098	g16913.t1	21.7431188308672	1.69328550131239	0.625133290038295	2.70867913818613	0.006755163364271	0.0270659375084049	2	15	11	8	110	13	13	0	44	22	32	55	7	48	5
2099	g16920.t1	13.425600360073	2.35447040403954	0.569537874219412	4.13400146086244	3.56501205483726e-05	0.000376946545956604	0	4	4	14	46	11	6	0	24	38	17	24	1	60	5
2100	g16921.t1	199.64396400406	-1.33004553749878	0.402495133242835	-3.30450091851503	0.000951456641309988	0.00566137635718966	103	29	398	101	198	329	214	217	189	118	47	118	391	290	231
2101	g16923.t1	28.944740587539	1.51509787363208	0.592326983614862	2.55787413969513	0.0105314201064494	0.0382229951355531	19	14	12	142	52	29	11	2	35	4	61	45	8	49	7
2102	g16928.t1	209.764962264939	1.53234735043828	0.342466617914117	4.47444296840213	7.66107709849905e-06	0.00010457249402273	216	56	65	273	571	97	137	44	498	415	132	409	101	762	43
2103	g16930.t1	325.685021553733	-0.733567298887689	0.269156347110079	-2.72543191629687	0.00642174191857296	0.0260420593080274	298	201	220	255	278	856	294	129	398	255	355	264	591	404	238
2104	g16931.t1	44.5140765654436	-5.07777537170883	1.1405351579814	-4.45209894335552	8.50349642029459e-06	0.000114482355353499	1	5	0	0	3	367	65	1	5	4	0	3	95	9	119
2105	g16934.t1	6796.33165516621	-0.716393219047097	0.211415993121171	-3.38854789777661	0.000702637558919955	0.00444230379521719	7534	2252	7154	5697	7499	8353	5281	6638	7150	6709	6319	4864	9163	7972	8522
2106	g16935.t1	367.580076588084	2.43836493853816	0.537046608571235	4.54032275713502	5.61681792630757e-06	8.07977764864789e-05	70	91	81	745	184	17	295	44	1103	616	1141	964	29	1195	136
2107	g16936.t1	737.731348651098	-2.89741980758435	0.896662954299059	-3.23133658382187	0.00123212755880264	0.00698377776649074	18	83	18	203	56	2262	1900	51	310	319	307	102	335	172	4298
2108	g16940.t1	56.5573596524532	-1.7723811104988	0.418514068442623	-4.23493794866728	2.28614825389949e-05	0.000259364538401235	43	22	50	60	34	156	82	51	32	39	8	18	58	30	114
2109	g16944.t1	57.3379467733462	-3.08040421471268	0.61446956306154	-5.01311114478127	5.3556939693302e-07	1.07089130338687e-05	140	14	122	27	5	30	46	98	10	6	1	29	50	29	113
2110	g16945.t1	34.8130990361423	-4.00493529230309	0.502903495317534	-7.96362588367848	1.67069877780282e-15	2.54546253927916e-13	41	11	40	5	5	31	39	99	3	6	4	5	60	7	50
2111	g16948.t1	75.3195821662626	-2.44258031352218	0.948066812631704	-2.57637993544138	0.00998408729689882	0.0366049362257932	0	54	2	16	3	370	190	5	26	59	9	42	34	52	224
2112	g16951.t1	117.72788709504	2.20957611530613	0.389500011863389	5.67285249809211	1.40439146173003e-08	4.54170542220167e-07	26	50	19	199	288	31	80	16	272	160	242	342	17	358	29
2113	g16952.t1	108.995016126552	2.05577873550219	0.52630709655853	3.90604411178326	9.38193924146188e-05	0.000848571302211655	13	67	16	159	308	19	84	10	234	152	208	301	12	330	32
2114	g16955.t1	67.8093084310115	1.26140036094666	0.394601631303655	3.19664253991892	0.0013903711153817	0.00768540599930584	38	16	7	38	170	44	67	28	176	142	87	66	49	270	31
2115	g16957.t1	31.9152236575218	-1.13557968180448	0.408315983898967	-2.7811296314216	0.00541701018183572	0.0228320699949378	36	18	15	32	17	18	38	31	12	12	24	43	78	37	49
2116	g16960.t1	313.322232614478	-1.17065285053137	0.307512229196763	-3.80684974249373	0.000140748199127401	0.00118750649712783	481	58	468	197	269	273	265	371	316	241	193	221	498	284	397
2117	g16962.t1	134.01367873939	0.712795631071737	0.273417699179725	2.60698423404989	0.00913435660045708	0.0341021233910076	144	53	129	173	149	86	100	38	194	156	344	207	72	326	65
2118	g16964.t1	47.3984059873358	0.983228171393463	0.259597973928331	3.78750325557205	0.000152168691812668	0.00126378873219466	26	13	15	99	81	41	33	9	68	67	65	90	63	125	31
2119	g16967.t1	1276.1303219473	-5.7327859520636	0.655760935291633	-8.74218887331873	2.28636837412543e-18	6.261465794203e-16	249	23	1206	90	48	2406	1696	3198	63	61	14	53	4278	74	2493
2120	g16969.t1	6.52447307952687	-2.61774038685443	0.778341462925804	-3.36322875183121	0.000770365003239555	0.00477423284018556	3	2	11	1	6	18	4	13	5	0	0	3	4	1	12
2121	g16972.t1	12.6332715228494	2.52424887065274	0.538864547299032	4.68438475551065	2.80802103360571e-06	4.42795445058743e-05	6	2	1	11	18	4	5	2	71	18	19	41	1	32	5
2122	g16978.t1	171.446596605593	-2.23210178940126	0.698634993726049	-3.1949470173212	0.00139856512953935	0.00771689787747613	45	10	46	34	96	340	332	28	79	105	64	58	109	94	1009
2123	g16979.t1	265.8520127441	-2.53176728568562	0.50246613757876	-5.03868240332667	4.68747563488571e-07	9.58540031765145e-06	210	20	69	56	78	630	514	438	87	85	131	82	617	182	496
2124	g16979.t2	311.631273428682	-1.69662014648924	0.339984058087242	-4.9902932391432	6.02877007708443e-07	1.18145326646487e-05	187	71	274	170	211	411	427	394	257	159	137	152	984	218	444
2125	g16984.t1	13.6660782386348	1.3158050700015	0.363768177305127	3.6171527695173	0.000297861516726935	0.00220617388373407	6	7	4	19	35	12	10	2	30	17	23	18	12	47	2
2126	g16988.t1	74.000110409596	-1.33316375553788	0.527185610471931	-2.52883183656026	0.0114442845398146	0.0406830588266331	42	165	17	38	46	142	76	20	73	63	25	55	89	78	43
2127	g16989.t1	594.320564668725	-0.832623261268351	0.283813777185796	-2.93369571246459	0.0033495240746953	0.0156414749311532	775	177	928	652	398	441	591	654	694	455	350	617	825	657	509
2128	g1699.t1	198.72752914188	-1.63162062646831	0.30463090116849	-5.35605751159785	8.50574450171717e-08	2.22786661373669e-06	215	73	287	116	105	603	369	92	148	104	81	193	287	96	187
2129	g16991.t1	130.144305755866	-3.27291187797819	0.897133644024958	-3.64818764715409	0.000264096726537834	0.00199432205188343	3	13	3	40	4	372	561	17	27	29	31	45	61	29	630
2130	g16997.t1	5460.11972305003	0.956364557583897	0.190893566774835	5.00993602739876	5.44481316079294e-07	1.08670233149221e-05	4619	933	2685	8054	8280	3664	4704	2561	9211	7703	10319	9027	4462	15728	2501
2131	g1700.t1	34.9416535546988	-2.17392407205708	0.745875178561151	-2.91459500804243	0.00356150385066815	0.016443264150492	1	67	14	8	8	125	33	5	18	37	2	14	86	25	26
2132	g17003.t1	216.518095958895	-0.534640299462358	0.21358440883432	-2.50318036967336	0.0123082799513763	0.0430541045671828	283	121	299	261	181	212	171	169	259	206	206	207	238	260	145
2133	g17007.t1	27.1239774920426	-1.03393168283384	0.383761656227936	-2.69420268037341	0.00705572449248962	0.0280401541871809	9	12	48	21	13	44	37	23	38	22	9	15	35	48	31
2134	g17008.t1	150.364207505552	-2.92806379831523	0.761169687941668	-3.84679506383551	0.00011967298762701	0.00103897475413739	4	18	75	37	21	154	130	533	16	23	42	33	513	162	88
2135	g17009.t1	84.4088355309445	-3.19628024763672	0.858962302569847	-3.72109490494994	0.000198360868061572	0.00157141610417873	3	3	41	14	15	69	64	322	2	12	14	11	295	97	58
2136	g1701.t1	163.841929240713	-4.9044841355597	0.783726884184065	-6.257899575138	3.90196937482578e-10	1.88892445742054e-08	105	15	24	34	2	88	210	265	12	3	2	23	399	12	844
2137	g17010.t1	298.058086354851	1.19709766825979	0.24648031736087	4.85676779824625	1.19317375654627e-06	2.12114332151837e-05	231	56	99	433	512	141	269	104	677	549	248	597	231	1006	154
